transaction_id,store_id,cashier_id,product_id,product_category,unit_price,quantity,transaction_time,customer_age,loyalty_member,payment_method,discount,total_amount
T110362,S29,C466,P521,Clothing,66.16,7,2024-11-23 23:59:17.069634,33,Yes,Debit Card,10.41,414.91
T110363,S24,C374,P325,Clothing,443.57,6,2025-07-08 19:31:42.776842,70,No,Credit Card,7.58,2459.68
T110364,S16,C134,P888,Personal Care,19.11,10,2024-04-07 20:10:33.948049,75,No,Debit Card,17.98,156.74
T110365,S17,C164,P184,Electronics,193.89,1,2024-09-17 00:19:39.466689,38,No,UPI,19.9,155.31
T110366,S28,C491,P902,Clothing,288.25,1,2024-12-14 10:23:11.929203,17,Yes,UPI,13.66,248.88
T110367,S5,C66,P562,Household,474.18,8,2024-04-07 00:38:52.234855,26,No,Debit Card,5.15,3598.08
T110368,S29,C270,P711,Grocery,452.65,4,2024-06-24 23:18:17.344972,55,Yes,UPI,24.58,1365.55
T110369,S46,C151,P358,Electronics,370.48,2,2024-11-05 05:44:18.421877,20,Yes,Credit Card,6.81,690.5
T110370,S31,C233,P523,Snacks,487.71,5,2023-12-19 14:59:58.681319,44,Yes,Mobile Wallet,19.07,1973.52
T110371,S41,C479,P10,Personal Care,125.55,7,2024-09-26 15:02:24.390137,55,Yes,UPI,8.95,800.19
T110372,S21,C170,P897,Electronics,396.7,1,2024-12-09 01:12:13.848880,36,No,UPI,29.55,279.48
T110373,S32,C452,P985,Beverages,432.91,9,2025-06-13 22:42:59.244847,28,No,Cash,10.56,3484.75
T110374,S46,C64,P517,Beverages,300.16,4,2025-03-20 07:56:19.871587,54,Yes,Mobile Wallet,8.24,1101.71
T110375,S17,C464,P468,Clothing,242.61,2,2025-01-08 17:50:43.050585,68,No,Credit Card,19.06,392.74
T110376,S50,C194,P738,Grocery,12.13,1,2024-12-31 18:09:51.579780,71,No,Credit Card,30.0,8.49
T110377,S29,C450,P266,Clothing,339.74,4,2024-10-27 01:36:28.201075,42,No,Credit Card,20.41,1081.6
T110378,S4,C138,P379,Beverages,192.54,4,2024-05-07 15:33:08.947067,32,Yes,Debit Card,21.67,603.27
T110379,S47,C159,P586,Household,36.26,10,2024-02-04 06:20:39.550329,34,No,Cash,7.9,333.95
T110380,S41,C430,P640,Beverages,31.58,8,2025-04-06 04:05:45.234790,73,Yes,Credit Card,13.23,219.22
T110381,S44,C363,P290,Clothing,411.0,10,2025-02-25 07:55:47.741909,37,No,UPI,3.66,3959.57
T110382,S7,C215,P502,Clothing,271.88,9,2023-12-13 17:44:05.061934,49,No,Cash,9.84,2206.14
T110383,S49,C65,P362,Personal Care,87.87,9,2024-06-22 13:32:49.938453,44,No,Cash,28.28,567.18
T110384,S26,C262,P752,Beverages,139.51,9,2025-01-23 20:29:27.146350,42,No,Credit Card,15.92,1055.7
T110385,S39,C290,P239,Snacks,311.17,8,2025-01-18 19:41:47.660874,68,Yes,Cash,20.34,1983.02
T110386,S29,C288,P595,Household,471.6,1,2024-01-20 05:24:30.347657,49,No,Debit Card,24.36,356.72
T110387,S17,C210,P569,Clothing,73.15,4,2025-08-30 09:38:33.857890,44,Yes,Cash,7.89,269.51
T110388,S43,C26,P338,Beverages,435.64,4,2025-03-21 17:00:08.301638,47,No,Debit Card,22.14,1356.76
T110389,S16,C31,P686,Household,395.41,1,2024-06-27 13:45:43.601900,62,No,Cash,15.14,335.54
T110390,S23,C294,P98,Electronics,253.26,6,2024-10-12 03:03:03.350223,71,No,Credit Card,3.29,1469.57
T110391,S39,C182,P554,Snacks,244.83,6,2025-01-31 16:55:37.042133,42,Yes,Cash,26.91,1073.68
T110392,S11,C375,P582,Grocery,44.62,8,2025-01-18 10:25:17.411183,17,Yes,Mobile Wallet,25.5,265.94
T110393,S29,C284,P386,Personal Care,225.63,8,2025-02-07 15:57:55.651078,41,Yes,Credit Card,7.54,1668.94
T110394,S17,C305,P691,Snacks,392.31,5,2024-06-03 10:48:56.726411,46,Yes,Mobile Wallet,25.62,1459.0
T110395,S50,C291,P382,Beverages,496.89,5,2025-01-30 04:05:52.211996,30,Yes,Cash,21.64,1946.82
T110396,S20,C457,P537,Grocery,93.12,3,2023-10-24 23:06:04.289568,59,Yes,Cash,8.7,255.06
T110397,S11,C297,P747,Personal Care,214.97,7,2023-11-07 09:11:04.502375,48,No,Credit Card,9.07,1368.31
T110398,S45,C282,P705,Clothing,125.04,9,2024-06-13 10:51:28.386280,38,Yes,Debit Card,4.58,1073.82
T110399,S10,C314,P115,Clothing,340.5,4,2025-08-01 11:11:53.777069,57,Yes,Debit Card,29.62,958.58
T110400,S9,C422,P463,Clothing,114.91,6,2025-02-18 23:05:54.605884,32,Yes,Mobile Wallet,13.04,599.55
T110401,S18,C191,P372,Snacks,438.09,8,2024-04-09 07:16:51.228995,22,No,Credit Card,13.87,3018.62
T110402,S27,C376,P607,Household,297.46,9,2025-09-01 15:11:47.915652,33,Yes,Credit Card,0.26,2670.18
T110403,S28,C422,P92,Clothing,233.41,8,2025-01-09 21:31:56.906761,49,No,Credit Card,1.98,1830.31
T110404,S3,C53,P25,Electronics,289.95,7,2024-09-29 11:33:59.152226,29,Yes,Mobile Wallet,10.09,1824.86
T110405,S30,C454,P669,Personal Care,24.35,6,2024-04-09 14:23:52.037496,27,Yes,Credit Card,11.37,129.49
T110406,S7,C173,P406,Snacks,359.27,7,2024-03-29 16:24:26.952288,45,No,Debit Card,26.84,1839.89
T110407,S5,C290,P436,Grocery,71.39,4,2023-12-11 06:48:46.634935,45,Yes,Cash,18.68,232.22
T110408,S17,C5,P794,Household,469.59,1,2023-11-12 15:22:59.673319,29,Yes,UPI,23.42,359.61
T110409,S43,C151,P555,Beverages,377.49,3,2024-04-09 10:19:43.888322,20,No,Debit Card,26.63,830.89
T110410,S3,C252,P255,Personal Care,450.89,7,2023-10-16 08:46:33.025497,63,Yes,Credit Card,2.97,3062.49
T110411,S9,C39,P958,Clothing,471.38,9,2024-07-19 11:42:08.729718,48,No,Cash,17.08,3517.81
T110412,S16,C277,P939,Snacks,65.33,7,2025-03-10 00:08:56.354273,27,No,Credit Card,27.84,329.99
T110413,S34,C21,P2,Snacks,495.12,9,2024-01-23 07:42:43.857228,17,No,Debit Card,27.09,3248.93
T110414,S16,C260,P242,Snacks,405.59,8,2025-04-29 05:56:06.662161,67,No,UPI,22.9,2501.68
T110415,S1,C446,P496,Snacks,73.53,8,2023-11-03 06:25:04.642452,66,Yes,Cash,14.61,502.3
T110416,S4,C94,P299,Snacks,430.62,6,2025-06-10 13:08:00.164094,16,Yes,Mobile Wallet,22.35,2006.26
T110417,S40,C234,P808,Personal Care,204.33,7,2023-11-19 12:16:22.145952,65,Yes,UPI,9.92,1288.42
T110418,S14,C163,P994,Beverages,161.06,9,2024-08-13 01:37:54.121530,36,No,Mobile Wallet,14.18,1244.0
T110419,S37,C477,P278,Grocery,70.38,1,2024-05-26 10:37:20.836868,69,Yes,Cash,17.24,58.25
T110420,S23,C53,P214,Electronics,305.57,9,2024-01-05 05:28:44.935903,70,No,UPI,3.16,2663.23
T110421,S29,C357,P955,Household,186.77,8,2025-03-27 00:56:26.574798,29,No,Cash,23.73,1139.6
T110422,S5,C256,P197,Beverages,143.03,5,2024-02-13 17:01:33.830159,40,Yes,UPI,9.87,644.56
T110423,S38,C34,P937,Beverages,396.53,6,2024-05-29 19:19:14.038902,68,Yes,Cash,6.7,2219.77
T110424,S20,C138,P723,Beverages,100.76,1,2024-03-13 03:24:16.275582,27,No,UPI,19.24,81.37
T110425,S49,C197,P726,Snacks,467.0,3,2024-03-08 22:35:18.400369,32,No,Credit Card,4.73,1334.73
T110426,S2,C355,P648,Grocery,288.02,7,2023-09-17 17:56:03.815835,69,No,UPI,5.82,1898.8
T110427,S24,C126,P826,Clothing,26.0,8,2024-06-08 18:15:59.952219,23,No,Credit Card,4.1,199.47
T110428,S19,C215,P111,Snacks,266.44,3,2024-06-03 12:03:44.966659,20,Yes,UPI,28.4,572.31
T110429,S49,C419,P425,Personal Care,230.49,3,2024-07-02 20:04:35.765145,30,Yes,UPI,18.1,566.31
T110430,S24,C153,P983,Clothing,407.4,9,2025-02-25 04:27:39.025431,66,Yes,UPI,12.82,3196.54
T110431,S22,C241,P253,Snacks,441.26,6,2024-01-10 02:05:24.686326,44,Yes,Credit Card,9.29,2401.6
T110432,S19,C224,P320,Electronics,389.05,3,2025-01-17 15:58:42.620545,19,Yes,Credit Card,19.83,935.7
T110433,S20,C83,P892,Electronics,148.31,5,2024-02-19 11:35:17.684311,44,Yes,Debit Card,2.58,722.42
T110434,S44,C212,P929,Snacks,12.5,6,2024-07-26 09:03:09.190710,41,Yes,Credit Card,16.26,62.8
T110435,S49,C125,P920,Clothing,61.74,2,2024-05-27 09:21:26.547861,40,No,Cash,19.38,99.55
T110436,S30,C41,P709,Electronics,276.57,9,2023-11-15 06:32:29.864228,54,No,Debit Card,0.11,2486.39
T110437,S30,C17,P592,Electronics,278.0,2,2023-12-29 15:07:30.739066,56,Yes,Debit Card,3.45,536.82
T110438,S42,C292,P408,Beverages,279.71,5,2023-10-07 06:07:14.203739,58,Yes,UPI,9.56,1264.85
T110439,S42,C159,P630,Beverages,411.56,6,2023-09-23 09:28:45.074125,16,Yes,Debit Card,7.01,2296.26
T110440,S20,C94,P615,Clothing,444.32,9,2025-03-26 10:39:55.945997,61,Yes,Cash,4.4,3822.93
T110441,S20,C60,P550,Electronics,224.09,8,2025-01-25 00:28:00.498257,17,Yes,Mobile Wallet,5.74,1689.82
T110442,S49,C203,P36,Beverages,470.82,4,2024-04-29 23:55:23.583087,27,No,UPI,19.91,1508.32
T110443,S17,C393,P667,Personal Care,305.1,7,2024-11-26 21:38:10.014542,53,Yes,Cash,15.86,1796.98
T110444,S50,C138,P129,Electronics,489.46,10,2024-10-08 07:43:32.681573,65,No,Credit Card,24.71,3685.14
T110445,S22,C379,P424,Personal Care,440.68,4,2024-03-20 06:15:30.786149,67,Yes,Credit Card,10.92,1570.23
T110446,S35,C487,P75,Snacks,75.95,4,2025-03-29 02:59:15.502910,44,No,Credit Card,2.55,296.05
T110447,S48,C124,P962,Personal Care,109.68,6,2024-05-28 19:06:55.571506,62,Yes,Mobile Wallet,28.9,467.89
T110448,S30,C155,P861,Household,338.58,8,2024-11-11 06:04:21.055326,26,No,Cash,17.79,2226.77
T110449,S5,C352,P178,Electronics,343.09,7,2025-03-14 20:51:53.665075,33,Yes,Credit Card,25.56,1787.77
T110450,S29,C428,P78,Household,451.96,1,2024-11-08 10:04:14.563087,42,No,Credit Card,7.4,418.51
T110451,S46,C12,P526,Personal Care,31.02,5,2024-08-24 20:10:44.771451,27,No,Debit Card,22.22,120.64
T110452,S43,C466,P657,Snacks,451.21,8,2024-03-15 08:45:05.631784,54,No,Mobile Wallet,24.94,2709.43
T110453,S44,C99,P494,Personal Care,363.4,9,2024-03-01 03:30:26.603531,25,No,UPI,26.61,2400.29
T110454,S43,C164,P561,Household,210.27,4,2024-04-20 17:19:05.333328,38,No,Debit Card,12.99,731.82
T110455,S40,C293,P596,Household,3.83,7,2024-06-03 19:20:26.978251,50,Yes,UPI,5.01,25.47
T110456,S37,C347,P221,Electronics,487.24,2,2023-12-08 11:47:58.107194,32,No,Credit Card,22.65,753.76
T110457,S14,C328,P768,Clothing,299.84,3,2024-04-21 08:13:06.977561,40,Yes,Cash,25.52,669.96
T110458,S17,C301,P295,Household,379.55,9,2024-11-26 12:44:07.038490,34,No,Cash,9.61,3087.68
T110459,S14,C314,P928,Snacks,323.45,4,2024-06-27 07:08:06.651207,37,No,UPI,16.62,1078.77
T110460,S23,C325,P810,Electronics,396.4,1,2025-03-31 04:00:54.089136,48,Yes,Debit Card,12.06,348.59
T110461,S50,C24,P725,Beverages,368.88,10,2023-09-30 03:03:01.317302,60,No,UPI,21.19,2907.14
T110462,S38,C164,P496,Personal Care,104.18,1,2025-07-17 12:36:28.519496,56,Yes,Credit Card,28.21,74.79
T110463,S11,C11,P19,Snacks,223.08,4,2025-01-22 02:27:17.865046,34,Yes,Mobile Wallet,3.0,865.55
T110464,S12,C104,P299,Grocery,137.48,7,2023-10-10 20:54:37.493814,44,Yes,Credit Card,21.33,757.09
T110465,S16,C77,P302,Snacks,57.65,7,2025-01-05 11:51:40.858454,33,Yes,Cash,29.23,285.59
T110466,S2,C106,P740,Clothing,352.38,10,2025-06-21 01:50:04.110375,38,No,Debit Card,19.8,2826.09
T110467,S47,C450,P803,Snacks,57.91,1,2023-12-04 04:23:25.391234,60,Yes,Debit Card,28.44,41.44
T110468,S2,C472,P555,Beverages,94.46,5,2024-07-09 10:05:19.853211,62,Yes,Mobile Wallet,4.86,449.35
T110469,S48,C472,P359,Grocery,396.97,4,2023-12-02 19:49:07.085247,26,No,Debit Card,18.84,1288.72
T110470,S9,C424,P274,Electronics,421.79,2,2025-08-12 07:56:56.774295,17,No,Credit Card,28.15,606.11
T110471,S15,C391,P974,Grocery,91.44,8,2024-04-07 03:49:02.526040,22,Yes,UPI,27.35,531.45
T110472,S9,C322,P584,Beverages,272.42,9,2024-04-30 21:40:53.668167,54,Yes,Cash,18.09,2008.25
T110473,S47,C66,P511,Personal Care,193.53,6,2024-05-12 20:01:10.822481,68,No,Mobile Wallet,23.56,887.61
T110474,S15,C287,P703,Electronics,195.43,9,2025-08-28 13:02:19.778377,33,Yes,Credit Card,22.87,1356.62
T110475,S31,C386,P217,Clothing,368.21,6,2024-03-28 00:02:15.418796,44,Yes,Credit Card,5.23,2093.72
T110476,S18,C32,P849,Grocery,8.31,10,2025-08-19 09:36:45.568198,74,Yes,Credit Card,8.32,76.19
T110477,S17,C273,P723,Beverages,281.24,6,2024-10-19 03:24:33.371618,20,Yes,Debit Card,9.09,1534.05
T110478,S35,C192,P661,Electronics,460.01,4,2023-12-27 18:52:59.378072,61,No,Mobile Wallet,24.61,1387.21
T110479,S9,C90,P964,Snacks,348.19,3,2025-02-23 09:29:30.843939,37,Yes,UPI,19.71,838.69
T110480,S12,C427,P542,Household,325.84,9,2024-05-23 06:28:39.883728,49,No,Cash,17.91,2407.34
T110481,S2,C181,P15,Grocery,82.88,6,2024-07-09 18:54:41.272483,23,No,Cash,9.76,448.75
T110482,S44,C50,P427,Snacks,297.06,10,2023-12-12 20:08:22.729359,40,Yes,Credit Card,22.06,2315.29
T110483,S44,C481,P404,Electronics,18.83,9,2023-12-19 13:07:28.948886,74,Yes,Debit Card,29.66,119.21
T110484,S29,C89,P839,Household,292.37,9,2024-10-12 00:32:36.219369,70,No,Cash,28.2,1889.29
T110485,S15,C403,P971,Snacks,144.59,6,2024-06-22 15:27:35.463428,71,No,Mobile Wallet,6.16,814.1
T110486,S15,C176,P800,Personal Care,150.63,7,2024-06-01 17:12:08.408629,75,Yes,Mobile Wallet,7.3,977.44
T110487,S34,C26,P294,Beverages,418.64,9,2024-06-03 12:18:37.538719,75,No,Mobile Wallet,7.21,3496.1
T110488,S25,C152,P196,Household,289.5,3,2024-04-28 16:24:22.036310,39,Yes,Mobile Wallet,9.89,782.61
T110489,S29,C235,P540,Personal Care,80.84,6,2025-08-05 23:38:04.633471,51,Yes,Credit Card,26.55,356.26
T110490,S48,C446,P794,Clothing,55.16,4,2024-01-19 15:05:23.955588,73,Yes,Credit Card,18.45,179.93
T110491,S5,C31,P847,Beverages,233.23,10,2024-04-15 18:10:20.037876,67,Yes,Cash,27.03,1701.88
T110492,S22,C223,P245,Household,351.45,7,2024-05-06 02:51:48.097772,39,Yes,Cash,18.71,1999.86
T110493,S40,C267,P112,Electronics,165.76,6,2023-10-26 18:24:01.817575,39,No,Mobile Wallet,6.73,927.63
T110494,S33,C372,P668,Electronics,289.98,5,2023-11-27 12:25:19.045427,52,No,Credit Card,7.45,1341.88
T110495,S25,C76,P683,Electronics,494.32,9,2024-11-03 03:17:08.770482,18,No,Credit Card,16.8,3701.47
T110496,S20,C457,P600,Personal Care,135.22,9,2025-09-10 19:53:19.072262,34,No,Debit Card,16.92,1011.07
T110497,S33,C429,P719,Electronics,278.4,3,2025-03-31 11:06:23.547793,44,Yes,Mobile Wallet,20.22,666.32
T110498,S8,C410,P651,Beverages,397.69,4,2024-02-22 22:12:06.492260,33,No,Cash,27.43,1154.41
T110499,S36,C433,P39,Grocery,122.07,1,2024-02-27 06:06:22.657984,62,No,Debit Card,26.39,89.86
T110500,S37,C493,P568,Household,296.27,7,2024-07-28 18:16:15.418531,25,Yes,Credit Card,2.69,2018.1
T110501,S16,C251,P288,Grocery,68.44,1,2025-04-13 18:08:28.073406,52,Yes,Credit Card,24.9,51.4
T110502,S8,C108,P912,Household,376.69,6,2025-02-11 03:50:19.834871,75,No,Debit Card,14.66,1928.8
T110503,S46,C17,P674,Electronics,166.46,10,2024-10-11 17:57:49.040649,43,No,UPI,6.07,1563.56
T110504,S2,C113,P796,Household,94.75,10,2024-03-19 17:54:08.393768,63,Yes,Cash,0.78,940.11
T110505,S30,C84,P28,Clothing,430.52,9,2025-04-06 08:55:27.672644,17,No,Debit Card,13.18,3364.0
T110506,S30,C382,P581,Personal Care,434.23,2,2024-07-18 07:57:09.755901,65,Yes,Cash,13.94,747.4
T110507,S50,C79,P432,Electronics,59.91,9,2025-08-10 21:15:45.541279,42,Yes,Mobile Wallet,10.44,482.9
T110508,S39,C263,P840,Grocery,495.48,3,2025-01-07 07:49:40.365265,30,Yes,Debit Card,0.52,1478.71
T110509,S43,C99,P197,Clothing,205.91,5,2025-08-01 11:38:31.989694,19,Yes,Debit Card,9.82,928.45
T110510,S26,C230,P338,Clothing,41.24,6,2025-02-26 02:19:31.470062,73,Yes,Debit Card,17.71,203.62
T110511,S1,C67,P50,Household,485.96,6,2024-04-25 04:35:54.361794,58,No,Debit Card,6.37,2730.03
T110512,S47,C95,P341,Personal Care,406.42,1,2025-03-10 01:24:20.092205,56,No,UPI,15.61,342.98
T110513,S26,C327,P23,Snacks,255.83,7,2025-02-12 15:21:22.462989,17,Yes,Debit Card,13.37,1551.38
T110514,S15,C442,P220,Clothing,196.88,1,2023-10-13 21:36:15.035980,54,Yes,Credit Card,9.1,178.96
T110515,S45,C104,P294,Household,290.2,1,2023-10-18 01:13:24.720052,63,No,Mobile Wallet,12.37,254.3
T110516,S41,C48,P178,Grocery,272.36,3,2024-07-22 09:16:30.635619,29,Yes,Credit Card,9.96,735.7
T110517,S20,C206,P808,Beverages,145.82,5,2023-12-08 01:19:24.657182,72,Yes,UPI,10.24,654.44
T110518,S3,C51,P391,Electronics,242.19,6,2025-08-18 09:02:01.663081,48,Yes,Debit Card,22.64,1124.15
T110519,S34,C24,P180,Electronics,250.98,4,2023-10-18 06:13:42.922756,18,Yes,Debit Card,15.24,850.92
T110520,S41,C497,P244,Household,260.24,2,2025-05-04 20:32:30.909638,39,Yes,Cash,2.33,508.35
T110521,S12,C314,P984,Household,359.77,3,2024-01-20 16:01:19.971820,56,No,Cash,21.3,849.42
T110522,S45,C85,P487,Grocery,467.72,9,2023-10-31 03:56:59.324969,19,Yes,Credit Card,0.17,4202.32
T110523,S7,C182,P300,Electronics,106.97,1,2024-10-22 21:31:20.647318,29,No,Debit Card,10.4,95.85
T110524,S2,C321,P74,Snacks,192.75,9,2023-10-12 21:02:07.655723,18,Yes,UPI,7.8,1599.44
T110525,S41,C113,P910,Clothing,72.68,4,2023-12-29 05:47:18.526563,39,No,Mobile Wallet,13.81,250.57
T110526,S23,C37,P367,Grocery,212.95,7,2025-07-16 08:54:20.849344,57,Yes,Credit Card,14.21,1278.83
T110527,S40,C21,P47,Beverages,170.77,3,2024-02-11 22:51:27.438150,58,No,UPI,5.75,482.85
T110528,S20,C360,P910,Personal Care,242.76,1,2024-01-14 11:25:18.811748,65,Yes,UPI,6.73,226.42
T110529,S35,C212,P20,Personal Care,33.49,5,2024-04-21 00:14:33.060592,19,Yes,Cash,17.68,137.84
T110530,S5,C247,P507,Household,277.11,9,2024-06-16 05:19:15.930741,26,No,Cash,1.01,2468.8
T110531,S14,C220,P515,Electronics,321.33,8,2024-04-23 02:34:20.647206,68,Yes,Mobile Wallet,17.26,2126.95
T110532,S5,C115,P498,Personal Care,81.71,3,2025-02-27 07:42:25.604584,41,Yes,Debit Card,5.46,231.75
T110533,S2,C382,P277,Grocery,238.88,4,2024-08-26 02:13:08.048424,30,No,Cash,10.41,856.05
T110534,S48,C285,P362,Electronics,120.76,6,2025-05-27 05:08:39.395755,43,No,Mobile Wallet,12.24,635.87
T110535,S24,C60,P861,Beverages,325.98,7,2023-10-14 06:33:00.537760,59,No,Mobile Wallet,10.56,2040.9
T110536,S23,C472,P770,Electronics,423.6,8,2024-04-03 17:45:29.921845,72,No,Cash,28.71,2415.88
T110537,S17,C23,P25,Household,234.64,6,2024-04-14 19:32:01.912930,68,No,Credit Card,27.29,1023.64
T110538,S42,C395,P951,Beverages,200.26,10,2024-01-25 01:11:49.476273,55,Yes,Credit Card,28.4,1433.86
T110539,S31,C36,P481,Household,441.94,7,2024-01-13 16:45:08.093275,39,No,Mobile Wallet,5.3,2929.62
T110540,S41,C206,P676,Snacks,430.79,5,2024-02-24 17:18:48.691645,72,No,Credit Card,20.24,1717.99
T110541,S15,C29,P38,Household,488.65,1,2024-11-10 10:52:13.807652,27,No,UPI,21.52,383.49
T110542,S13,C327,P20,Grocery,438.17,4,2024-09-21 22:51:05.633492,58,Yes,Credit Card,1.2,1731.65
T110543,S15,C34,P233,Personal Care,100.09,7,2024-06-04 18:22:59.456377,60,No,UPI,23.13,538.57
T110544,S11,C41,P981,Snacks,5.25,8,2025-04-21 22:32:03.696967,48,No,Debit Card,15.16,35.63
T110545,S47,C282,P673,Electronics,249.9,4,2024-10-14 05:22:58.773248,53,Yes,Mobile Wallet,3.48,964.81
T110546,S28,C349,P140,Clothing,158.9,8,2025-02-04 21:21:49.261755,68,Yes,Credit Card,22.42,986.2
T110547,S36,C12,P554,Beverages,67.83,5,2024-02-02 12:24:06.446641,57,No,Credit Card,20.72,268.88
T110548,S21,C468,P640,Beverages,448.99,1,2024-02-01 08:24:47.623285,53,No,Mobile Wallet,26.51,329.96
T110549,S26,C10,P37,Clothing,220.43,2,2023-12-31 00:06:16.860332,17,No,Debit Card,20.01,352.64
T110550,S13,C302,P868,Beverages,68.83,7,2024-06-28 06:47:35.127568,33,Yes,Mobile Wallet,26.85,352.44
T110551,S16,C150,P1000,Personal Care,69.86,2,2023-09-17 05:59:56.515690,51,Yes,Cash,8.94,127.23
T110552,S27,C345,P226,Household,455.59,8,2024-07-07 18:29:02.132857,50,Yes,UPI,23.37,2792.95
T110553,S27,C466,P756,Grocery,428.07,9,2024-10-25 21:00:33.434373,39,No,Cash,15.49,3255.86
T110554,S4,C287,P792,Electronics,125.03,1,2025-01-12 12:46:07.332052,38,No,Cash,5.52,118.13
T110555,S18,C467,P690,Snacks,88.2,5,2024-02-10 16:42:58.618895,16,No,UPI,12.84,384.38
T110556,S10,C101,P398,Beverages,52.56,4,2024-09-03 07:38:55.813282,40,No,Cash,25.69,156.23
T110557,S4,C271,P395,Household,141.23,9,2024-05-16 20:55:00.354202,27,Yes,Cash,21.85,993.34
T110558,S22,C34,P653,Clothing,336.96,4,2025-03-01 20:02:55.575303,35,Yes,Cash,7.53,1246.35
T110559,S33,C74,P929,Clothing,151.4,3,2024-03-01 23:21:41.192963,25,Yes,Cash,0.49,451.97
T110560,S9,C18,P361,Clothing,190.74,5,2025-02-27 20:47:59.063495,21,No,Credit Card,27.32,693.15
T110561,S20,C134,P294,Electronics,396.88,8,2024-11-08 17:09:46.941890,74,No,UPI,18.93,2574.0
T110562,S45,C380,P701,Electronics,254.7,1,2024-10-17 04:36:48.730572,51,No,Mobile Wallet,26.5,187.2
T110563,S15,C201,P887,Personal Care,414.23,10,2024-05-12 20:43:23.912830,67,Yes,Credit Card,2.93,4020.93
T110564,S45,C352,P975,Grocery,184.4,4,2025-04-14 20:04:03.361838,19,No,UPI,3.1,714.73
T110565,S27,C260,P907,Household,22.21,6,2025-03-12 22:39:03.928748,40,Yes,Cash,1.07,131.83
T110566,S10,C446,P999,Snacks,10.87,3,2024-01-07 05:51:48.799341,58,Yes,Cash,3.76,31.38
T110567,S39,C373,P229,Grocery,371.44,6,2025-08-24 16:48:27.872695,34,No,Mobile Wallet,24.8,1675.94
T110568,S49,C430,P326,Household,126.76,9,2024-12-04 11:10:46.029099,38,Yes,Debit Card,6.53,1066.34
T110569,S28,C405,P481,Electronics,227.02,5,2024-06-03 02:44:47.820834,22,No,Credit Card,5.3,1074.94
T110570,S2,C497,P840,Grocery,300.28,8,2025-07-04 09:32:46.557232,64,No,UPI,5.52,2269.64
T110571,S5,C252,P348,Household,11.84,8,2024-03-04 23:53:07.140062,20,No,Debit Card,25.38,70.68
T110572,S42,C243,P747,Personal Care,259.06,5,2024-03-07 23:02:48.943568,48,Yes,Cash,8.94,1179.5
T110573,S50,C61,P676,Snacks,257.05,6,2025-03-05 09:01:17.238827,43,Yes,UPI,10.86,1374.81
T110574,S19,C378,P499,Electronics,242.64,6,2024-11-29 07:31:22.065750,67,No,Debit Card,25.08,1090.72
T110575,S35,C186,P178,Household,187.19,8,2024-02-03 20:58:24.382559,25,Yes,Cash,16.38,1252.23
T110576,S4,C134,P989,Household,133.97,5,2024-09-02 00:57:26.669869,54,No,UPI,13.4,580.09
T110577,S16,C91,P275,Personal Care,172.16,4,2025-04-28 19:51:25.816033,45,No,Mobile Wallet,15.43,582.38
T110578,S8,C133,P571,Personal Care,176.35,4,2023-10-27 21:53:17.115520,44,Yes,Cash,25.24,527.36
T110579,S7,C360,P593,Beverages,269.24,1,2024-02-08 18:59:41.195305,49,No,UPI,11.56,238.12
T110580,S19,C166,P262,Grocery,103.21,4,2024-01-28 22:22:18.016594,28,No,Cash,8.16,379.15
T110581,S27,C61,P24,Household,480.39,3,2025-08-12 18:42:36.874879,55,Yes,Cash,0.24,1437.71
T110582,S5,C243,P990,Beverages,269.95,6,2024-07-06 22:40:09.078763,24,Yes,Debit Card,29.27,1145.61
T110583,S28,C425,P533,Snacks,362.7,2,2025-06-30 12:06:33.076108,45,Yes,Debit Card,20.69,575.31
T110584,S34,C26,P836,Grocery,489.9,6,2023-10-24 15:20:02.134160,54,No,UPI,13.76,2534.94
T110585,S37,C279,P644,Beverages,120.81,8,2024-10-23 16:36:34.618957,16,Yes,UPI,25.92,715.97
T110586,S10,C315,P561,Clothing,445.94,1,2024-06-22 23:45:33.770703,56,No,Debit Card,7.47,412.63
T110587,S12,C447,P598,Snacks,7.0,10,2025-02-22 18:56:46.378499,61,No,Mobile Wallet,9.52,63.34
T110588,S39,C239,P694,Electronics,484.92,5,2024-11-28 11:03:36.481553,51,Yes,Credit Card,2.86,2355.26
T110589,S29,C140,P613,Beverages,365.16,8,2025-07-26 02:49:54.340077,40,Yes,Debit Card,1.96,2864.02
T110590,S42,C479,P373,Personal Care,279.69,2,2025-07-30 23:51:56.316066,25,Yes,UPI,22.26,434.86
T110591,S14,C145,P767,Beverages,379.37,7,2023-09-17 04:43:08.160951,52,No,Mobile Wallet,22.36,2061.8
T110592,S28,C314,P447,Household,15.03,1,2025-08-27 19:57:09.619532,19,Yes,Mobile Wallet,27.48,10.9
T110593,S47,C80,P189,Electronics,108.66,2,2025-04-06 01:32:07.964759,53,Yes,Credit Card,2.72,211.41
T110594,S12,C346,P289,Clothing,144.5,2,2024-07-24 05:10:49.911911,46,Yes,Cash,20.88,228.66
T110595,S50,C327,P190,Electronics,491.22,8,2025-02-12 11:09:06.015873,49,No,Credit Card,7.21,3646.42
T110596,S6,C143,P199,Personal Care,248.78,1,2024-04-22 04:34:31.791091,34,Yes,Debit Card,14.9,211.71
T110597,S6,C245,P149,Clothing,81.6,8,2025-05-03 22:37:07.292593,28,No,Credit Card,19.86,523.15
